M_NDVI_w1,M_Dist_to_Border_w1,M_Dist_to_Stream_w1,M_Slope_Rainfall_w1,M_Stream_Density_w1,Malaria_w1
0.04;0.04;0.08;0.18;0.66,0.38955823;0.1445783;0.13654618;0.1405623;0.18875499,0.052631572;0.105263196;0.105263196;0.3157895;0.42105255,0.08333334;0.08333334;0.08333334;0.33333328;0.4166667,0.058823526;0.11764709;0.058823526;0.3529412;0.41176468,0.0094679892
0.13953489;0.023255812;0.09302326;0.2325581;0.5116279,0.43362835;0.10796462;0.11327431;0.17522122;0.16991149,0.20408164;0.061224487;0.10204082;0.122448996;0.5102041,0.1428571;0.04761906;0.1428571;0.1428571;0.5238096,0.16666669;0.06666666;0.06666666;0.16666669;0.5333333,0.0067628494
0.13953489;0.023255808;0.09302326;0.23255807;0.511628,0.43362832;0.107964605;0.11327431;0.17522123;0.16991152,0.20408161;0.061224498;0.102040805;0.12244902;0.5102041,0.14285709;0.047619052;0.14285709;0.14285709;0.5238097,0.16666666;0.066666655;0.066666655;0.16666666;0.53333336,0.0090171326
0.1395349;0.023255812;0.09302327;0.23255809;0.5116279,0.43362832;0.10796462;0.11327431;0.17522125;0.16991152,0.20408161;0.061224498;0.102040805;0.122449;0.5102041,0.14285712;0.14285712;0.14285712;0.28571433;0.28571433,0.16666666;0.066666655;0.066666655;0.16666666;0.53333336,0.0126239856
0.1395349;0.023255808;0.09302326;0.23255807;0.511628,0.43362832;0.10796462;0.11327431;0.17522123;0.16991152,0.2040816;0.061224498;0.1020408;0.12244903;0.5102041,0.1428571;0.047619052;0.1428571;0.1428571;0.5238097,0.16666666;0.066666655;0.066666655;0.16666666;0.53333336,0.0058611362
0.13953489;0.023255808;0.09302326;0.23255809;0.511628,0.43362832;0.10796461;0.11327432;0.17522125;0.1699115,0.20408158;0.061224494;0.10204079;0.122449026;0.5102041,0.14285712;0.14285712;0.14285712;0.28571433;0.28571433,0.16666664;0.06666666;0.06666666;0.16666664;0.53333336,0.0049594229
0.1774193;0.1451613;0.1451613;0.3870968;0.1451613,0.43362832;0.107964605;0.11327432;0.17522123;0.16991152,0.11363636;0.15909088;0.20454548;0.3409091;0.18181817,0.125;0.125;0.25;0.125;0.37499997,0.076923065;0.19230768;0.15384619;0.30769226;0.2692308,0.007213706
0.13953489;0.02325581;0.09302326;0.2325581;0.5116279,0.43362832;0.107964605;0.11327431;0.17522125;0.16991152,0.20408158;0.06122449;0.10204079;0.12244901;0.51020414,0.1428571;0.047619052;0.1428571;0.1428571;0.5238097,0.16666667;0.066666655;0.066666655;0.16666667;0.53333336,0.0090171326
0.13953489;0.023255812;0.09302327;0.2325581;0.5116279,0.43362832;0.107964605;0.11327431;0.17522125;0.16991149,0.20408161;0.06122449;0.102040805;0.12244901;0.5102041,0.1428571;0.047619052;0.1428571;0.1428571;0.5238097,0.16666666;0.06666665;0.06666665;0.16666666;0.53333336,0.003606853
0.1774193;0.1451613;0.1451613;0.38709676;0.1451613,0.43362832;0.10796461;0.113274306;0.17522123;0.16991152,0.11363638;0.15909089;0.20454547;0.34090906;0.1818182,0.2083333;0.08333335;0.25000003;0.2083333;0.25000003,0.07692308;0.19230768;0.15384619;0.30769226;0.26923078,0.0054102795
0.086956516;0.043478258;0.086956516;0.14492749;0.6376812,0.37018007;0.14395893;0.13110542;0.14910004;0.20565557,0.09523808;0.07142857;0.04761904;0.23809522;0.5476191,0.12500001;0.12500001;0.12500001;0.25000003;0.37499994,0.071428545;0.1071429;0.035714287;0.24999999;0.53571427,0.0081154193
0.086956516;0.043478258;0.086956516;0.1449275;0.6376812,0.3701801;0.14395893;0.13110542;0.14910002;0.20565556,0.095238104;0.07142857;0.047619052;0.23809524;0.54761904,0.16666669;0.16666669;0.16666669;0.33333328;0.16666669,0.07142857;0.107142895;0.035714287;0.24999994;0.5357143,0.0031559964
0.26923078;0.21153848;0.13461539;0.19230767;0.19230767,0.37018007;0.14395893;0.13110542;0.14910002;0.20565556,0.1818182;0.121212095;0.1818182;0.24242419;0.2727273,0.3571429;0.07142857;0.21428572;0.1428571;0.21428572,0.052631587;0.21052633;0.21052633;0.15789475;0.36842102,0.0094679892
0.08695652;0.04347826;0.08695652;0.1449275;0.6376812,0.37018007;0.14395893;0.13110542;0.14910004;0.20565554,0.095238104;0.07142856;0.047619052;0.23809522;0.54761904,0.125;0.125;0.125;0.25;0.37499997,0.07142856;0.107142895;0.035714287;0.24999997;0.53571427,0.0027051398
0.26923078;0.21153848;0.13461539;0.19230767;0.19230767,0.37018007;0.14395893;0.13110542;0.14910002;0.20565556,0.1818182;0.1212121;0.1818182;0.2424242;0.27272728,0.3571429;0.07142857;0.21428572;0.14285712;0.21428572,0.05263159;0.21052633;0.21052633;0.15789473;0.36842102,0.0018034265
0.4909091;0.036363635;0.21818177;0.1636364;0.09090909,0.3701801;0.14395893;0.13110541;0.14910002;0.20565556,0.41379306;0.1034483;0.24137934;0.13793102;0.1034483,0.36363634;0.090909086;0.18181817;0.090909086;0.27272728,0.090909086;0.18181817;0.27272728;0.27272728;0.18181817,0.0058611362
0.086956516;0.043478258;0.086956516;0.14492752;0.6376812,0.3701801;0.14395893;0.13110542;0.14910002;0.20565556,0.095238104;0.07142857;0.047619052;0.23809522;0.54761904,0.125;0.125;0.125;0.25;0.375,0.07142857;0.107142895;0.035714287;0.24999994;0.5357143,0.0009017133
0.38636354;0.18181823;0.1590909;0.20454553;0.06818183,0.3701801;0.14395891;0.13110541;0.14910004;0.20565554,0.3636364;0.13636358;0.13636358;0.1818182;0.1818182,0.22222222;0.22222222;0.11111111;0.22222222;0.22222222,0.23076919;0.1538462;0.07692309;0.30769235;0.23076919,0.0027051398
0.2692308;0.21153846;0.1346154;0.19230767;0.19230767,0.37018007;0.14395893;0.13110542;0.14910004;0.20565554,0.18181822;0.1212121;0.18181822;0.2424242;0.27272728,0.29411766;0.17647056;0.29411766;0.17647056;0.058823526,0.052631594;0.21052633;0.21052633;0.15789473;0.36842102,0.0009017133
0.3018868;0.3773585;0.1509434;0.1509434;0.018867915,0.43362835;0.107964605;0.113274306;0.17522122;0.16991152,0.4482759;0.24137937;0.13793099;0.13793099;0.034482762,0.33333334;0.22222222;0.11111111;0.22222222;0.11111111,0.25;0.25;0.08333335;0.33333328;0.08333335,0.0031559964
0.1029412;0.11764708;0.2794118;0.33823526;0.16176468,0.43362835;0.107964605;0.1132743;0.17522122;0.16991152,0.113636374;0.15909088;0.20454547;0.3409091;0.18181819,0.2083333;0.08333334;0.25000003;0.2083333;0.25000003,0.07692307;0.19230767;0.15384619;0.3076923;0.2692308,0.0045085663
0.10294119;0.11764708;0.2794118;0.33823526;0.1617647,0.43362835;0.107964605;0.1132743;0.17522122;0.1699115,0.113636374;0.15909086;0.20454548;0.3409091;0.18181819,0.20833331;0.08333334;0.25000003;0.20833331;0.25000003,0.07692307;0.19230768;0.15384619;0.3076923;0.26923078,0.003606853
0.1029412;0.11764708;0.2794118;0.33823526;0.16176468,0.43362835;0.107964605;0.1132743;0.17522122;0.16991152,0.113636374;0.15909086;0.20454547;0.3409091;0.18181819,0.20833331;0.08333334;0.25000003;0.20833331;0.25000003,0.07692307;0.19230767;0.15384619;0.3076923;0.2692308,0.0018034265
0.39999998;0.13333328;0.16666673;0.14999999;0.14999999,0.43362835;0.107964605;0.1132743;0.17522122;0.16991152,0.35483867;0.0967742;0.12903231;0.2258064;0.19354843,0.47368416;0.105263196;0.21052627;0.105263196;0.105263196,0.1;0.1;0.3;0.3;0.2,0.0049594229
0.1029412;0.11764708;0.2794118;0.33823526;0.1617647,0.43362835;0.107964605;0.1132743;0.17522122;0.16991152,0.113636374;0.15909088;0.20454547;0.3409091;0.18181819,0.20833331;0.08333334;0.25000003;0.20833331;0.25000003,0.07692307;0.19230768;0.15384619;0.3076923;0.26923078,0.0054102795
0.15;0.049999997;0.11666669;0.18333331;0.5,0.43362835;0.107964605;0.113274306;0.17522122;0.16991152,0.20408161;0.061224494;0.102040805;0.122449;0.5102041,0.1428571;0.047619056;0.1428571;0.1428571;0.5238096,0.16666667;0.06666666;0.06666666;0.16666667;0.53333336,0.0054102795
0.15;0.049999997;0.11666669;0.18333331;0.5,0.43362835;0.107964605;0.113274306;0.1752212;0.1699115,0.20408161;0.061224494;0.102040805;0.122449;0.5102041,0.1428571;0.047619056;0.1428571;0.1428571;0.5238096,0.16666667;0.06666666;0.06666666;0.16666667;0.53333336,0.0054102795
0.08695653;0.043478265;0.08695653;0.14492752;0.6376812,0.37018004;0.14395893;0.13110541;0.14910004;0.20565556,0.09523812;0.07142857;0.04761906;0.23809515;0.5476191,0.125;0.125;0.125;0.25;0.375,0.07142856;0.10714287;0.035714287;0.24999997;0.5357143,0.0081154193
0.08695652;0.04347826;0.08695652;0.14492753;0.6376812,0.37018004;0.14395893;0.13110542;0.14910004;0.20565556,0.09523812;0.07142857;0.04761906;0.23809518;0.54761904,0.125;0.125;0.125;0.25;0.375,0.07142855;0.10714288;0.035714284;0.24999999;0.53571427,0.0112714157
0.08695652;0.04347826;0.08695652;0.14492753;0.6376812,0.37018004;0.14395893;0.13110542;0.14910004;0.20565554,0.09523812;0.07142857;0.04761906;0.23809516;0.5476191,0.125;0.125;0.125;0.25;0.375,0.07142855;0.10714288;0.035714284;0.24999994;0.5357143,0.0166816952
0.54838705;0.19354841;0.096774206;0.12903228;0.032258064,0.442953;0.1174497;0.114094;0.147651;0.17785233,0.42000002;0.26;0.15;0.13999999;0.03,0.3953488;0.25581402;0.20930229;0.116279095;0.023255808,0.2916667;0.31249997;0.12499998;0.22916667;0.041666668,0
0.81621623;0.08108108;0.04864865;0.02702703;0.02702703,0.442953;0.11744969;0.11409399;0.147651;0.17785232,0.8330404;0.08260105;0.04745167;0.024604566;0.012302289,0.7747748;0.09459458;0.08108107;0.022522517;0.027027026,0.83641976;0.055555556;0.07098765;0.027777778;0.009259258,0.0006325111
0.54838705;0.19354841;0.096774206;0.12903228;0.032258064,0.442953;0.11744969;0.11409399;0.147651;0.17785232,0.42000002;0.25999996;0.15;0.14;0.03,0.3953488;0.25581402;0.20930229;0.116279095;0.023255806,0.2916667;0.31249997;0.124999985;0.22916667;0.041666664,0
0.81621623;0.081081085;0.048648655;0.027027028;0.027027028,0.442953;0.11744969;0.11409399;0.147651;0.17785232,0.8330404;0.082601056;0.047451675;0.02460457;0.012302291,0.7747748;0.09459459;0.08108107;0.022522517;0.027027028,0.83641976;0.055555552;0.07098765;0.027777776;0.009259258,0
0.7184466;0.1262136;0.06796116;0.053398073;0.03398058,0.38955823;0.1445783;0.1365462;0.1405623;0.188755,0.840052;0.08842653;0.03381014;0.023407022;0.014304288,0.8313253;0.08734939;0.042168666;0.027108429;0.0120481895,0.8742004;0.06396589;0.040511724;0.012793179;0.008528786,0
0.71844655;0.12621361;0.06796117;0.053398076;0.033980586,0.38955823;0.1445783;0.1365462;0.14056231;0.18875499,0.840052;0.08842653;0.03381014;0.023407016;0.014304286,0.8313253;0.08734939;0.042168662;0.02710843;0.0120481895,0.8742004;0.063965894;0.040511727;0.0127931805;0.008528787,0
0.71844655;0.12621361;0.067961164;0.053398076;0.033980582,0.38955823;0.14457828;0.1365462;0.14056231;0.18875499,0.840052;0.08842652;0.033810142;0.023407016;0.014304287,0.8313253;0.0873494;0.042168662;0.02710843;0.0120481895,0.8742004;0.06396589;0.040511727;0.012793181;0.008528786,0.0012650221
0.46296299;0.31481478;0.111111104;0.0925926;0.018518524,0.38955823;0.1445783;0.13654618;0.14056231;0.188755,0.48571423;0.22142859;0.1714286;0.099999994;0.021428572,0.4909091;0.1636364;0.12727268;0.18181819;0.03636364,0.4047619;0.33333334;0.15476188;0.08333336;0.02380952,0.0006325111
0.49450547;0.21978019;0.15384622;0.120879106;0.010989009,0.38955823;0.14457828;0.13654618;0.14056231;0.188755,0.48571426;0.22142859;0.1714286;0.099999994;0.02142857,0.4909091;0.16363639;0.1272727;0.18181819;0.03636364,0.4047619;0.33333334;0.15476188;0.08333335;0.023809519,0.0006325111
0.49450547;0.2197802;0.1538462;0.1208791;0.010989012,0.3895582;0.14457831;0.13654618;0.14056231;0.188755,0.48571426;0.2214286;0.17142859;0.09999999;0.02142857,0.4909091;0.1636364;0.12727268;0.18181817;0.03636363,0.4047619;0.3333333;0.15476191;0.08333335;0.023809522,0
0.8721934;0.074266;0.02590674;0.01899827;0.008635578,0.3895582;0.14457831;0.1365462;0.14056231;0.18875499,0.840052;0.08842652;0.03381014;0.023407018;0.014304288,0.8313253;0.0873494;0.042168673;0.027108429;0.01204819,0.8742004;0.0639659;0.04051173;0.012793181;0.008528785,0
0.8721934;0.074266;0.02590674;0.01899827;0.008635578,0.38955823;0.1445783;0.1365462;0.14056231;0.188755,0.840052;0.08842652;0.033810146;0.023407018;0.014304289,0.8313253;0.0873494;0.042168673;0.02710843;0.01204819,0.8742004;0.06396588;0.040511724;0.012793181;0.008528784,0.0012650221
0.49450547;0.21978019;0.15384619;0.12087911;0.01098901,0.38955823;0.1445783;0.13654618;0.1405623;0.18875499,0.4857143;0.22142859;0.17142858;0.09999998;0.021428572,0.49090913;0.1636364;0.12727268;0.18181816;0.036363628,0.4047619;0.3333333;0.15476191;0.08333335;0.023809524,0
0.8646209;0.05956679;0.0433213;0.025270756;0.007220217,0.442953;0.1174497;0.11409399;0.14765102;0.1778523,0.8330404;0.08260103;0.047451664;0.024604565;0.012302288,0.7747748;0.094594605;0.081081085;0.022522522;0.027027028,0.83641976;0.055555556;0.07098765;0.027777778;0.009259257,0
0.8646209;0.0595668;0.043321304;0.025270764;0.0072202175,0.442953;0.11744971;0.11409398;0.147651;0.1778523,0.8330404;0.08260106;0.047451667;0.024604566;0.01230229,0.625;0.083333336;0.16666669;0.083333336;0.041666668,0.83641976;0.055555556;0.070987664;0.027777778;0.00925926,0
0.8646209;0.059566796;0.043321308;0.025270762;0.0072202175,0.442953;0.117449686;0.11409399;0.147651;0.17785232,0.8330404;0.08260105;0.047451667;0.024604566;0.012302289,0.77477473;0.0945946;0.08108109;0.022522522;0.02702703,0.83641976;0.055555563;0.070987664;0.027777782;0.009259258,0.0018975332
0.39393935;0.07575757;0.22727266;0.15151522;0.15151522,0.442953;0.117449686;0.114094;0.147651;0.17785232,0.3191489;0.10638298;0.23404256;0.2234043;0.11702128,0.33333328;0.16666667;0.16666667;0.16666667;0.16666667,0.38333336;0.1333333;0.20000003;0.1333333;0.15000002,0
0.8543689;0.05582524;0.046116497;0.036407765;0.0072815535,0.3701801;0.14395893;0.13110541;0.14910002;0.20565554,0.86806595;0.05547226;0.041979015;0.02548726;0.008995502,0.855;0.06000001;0.044999998;0.030000005;0.009999998,0.8951049;0.03263403;0.04428905;0.02097902;0.006993007,0
0.8543689;0.055825245;0.04611651;0.036407772;0.007281553,0.37018007;0.14395893;0.13110544;0.14910004;0.20565556,0.86806595;0.055472262;0.04197901;0.02548726;0.008995501,0.85499996;0.060000006;0.045000006;0.030000003;0.010000001,0.8951049;0.03263403;0.044289052;0.020979019;0.006993007,0.0006325111
0.40350875;0.22807017;0.21052629;0.105263196;0.052631572,0.37018004;0.14395893;0.13110544;0.14910002;0.20565556,0.41250002;0.22499996;0.20000002;0.1375;0.025000002,0.44999996;0.049999997;0.30000004;0.15000002;0.049999997,0.34146345;0.17073172;0.24390242;0.19512193;0.0487805,0.0018975332
0.45454547;0.1212121;0.25757578;0.10606059;0.06060605,0.37018004;0.14395893;0.13110544;0.14910002;0.20565556,0.45882356;0.082352936;0.2470588;0.1411765;0.07058822,0.4047619;0.04761905;0.30952382;0.1904762;0.04761905,0.4680851;0.08510637;0.21276598;0.17021278;0.06382977,0.0025300443
0.45454547;0.121212095;0.2575758;0.10606059;0.060606048,0.37018007;0.14395893;0.13110544;0.14910004;0.20565554,0.45882353;0.08235294;0.2470588;0.1411765;0.07058822,0.40476188;0.047619052;0.30952382;0.19047621;0.047619052,0.4680851;0.08510636;0.21276599;0.17021278;0.06382977,0.0006325111
0.40350875;0.22807017;0.21052629;0.10526319;0.052631572,0.37018007;0.14395894;0.13110542;0.14910002;0.20565556,0.41250002;0.22499996;0.20000002;0.1375;0.025000002,0.3448276;0.24137925;0.103448294;0.20689659;0.103448294,0.34146342;0.17073171;0.24390242;0.19512194;0.048780505,0.0006325111
0.40350875;0.22807017;0.2105263;0.1052632;0.052631576,0.37018004;0.14395893;0.13110544;0.14910004;0.20565556,0.41250002;0.22499998;0.20000002;0.13749999;0.025000002,0.34482756;0.24137925;0.103448294;0.20689659;0.103448294,0.34146342;0.17073171;0.24390242;0.19512194;0.0487805,0
0.8543689;0.05582524;0.04611651;0.03640777;0.0072815535,0.37018004;0.14395896;0.13110544;0.14910002;0.20565557,0.86806595;0.055472255;0.04197902;0.02548726;0.008995503,0.855;0.060000002;0.044999998;0.030000001;0.01,0.8951049;0.03263403;0.044289052;0.02097902;0.006993007,0.0012650221
0.40350875;0.22807018;0.21052627;0.105263196;0.052631576,0.37018007;0.14395893;0.13110542;0.14910004;0.20565556,0.4125;0.22499996;0.20000003;0.1375;0.025000004,0.34482756;0.24137928;0.10344829;0.20689657;0.10344829,0.34146345;0.17073172;0.24390242;0.19512193;0.048780505,0.0006325111
0.40350878;0.22807015;0.21052627;0.1052632;0.052631572,0.37018007;0.14395893;0.13110542;0.14910004;0.20565556,0.4125;0.225;0.20000002;0.13749999;0.025000002,0.4499999;0.05;0.30000007;0.15000004;0.05,0.3414634;0.1707317;0.24390244;0.19512194;0.0487805,0
0.8543689;0.05582524;0.046116505;0.036407765;0.007281553,0.37018007;0.14395893;0.13110542;0.14910002;0.20565557,0.868066;0.05547225;0.041979004;0.025487253;0.008995499,0.5660378;0.11320749;0.2264151;0.07547169;0.018867917,0.8951049;0.03263403;0.044289052;0.020979024;0.006993007,0
0.8543689;0.05582524;0.0461165;0.03640777;0.007281553,0.37018004;0.14395893;0.13110541;0.14910002;0.20565557,0.86806595;0.055472255;0.04197901;0.025487259;0.008995501,0.855;0.060000002;0.04500001;0.030000001;0.009999998,0.8951049;0.03263403;0.044289052;0.020979023;0.006993007,0
0.8543689;0.05582525;0.04611651;0.036407772;0.007281554,0.37018007;0.14395891;0.13110541;0.14910002;0.20565556,0.86806595;0.055472247;0.04197901;0.025487259;0.0089955,0.85499996;0.060000002;0.04500001;0.030000001;0.009999999,0.8951049;0.03263403;0.044289052;0.020979024;0.006993007,0
0.9341239;0.018445319;0.026350457;0.01581028;0.005270091,0.43362835;0.10796461;0.113274306;0.17522122;0.1699115,0.91260505;0.028571434;0.025210079;0.028571434;0.005042017,0.875;0.027777776;0.038194444;0.04861111;0.010416672,0.88222224;0.039999995;0.044444446;0.028888887;0.0044444446,0
0.9341239;0.01844532;0.026350457;0.015810281;0.005270091,0.43362832;0.107964605;0.1132743;0.17522125;0.1699115,0.91260505;0.028571432;0.02521008;0.028571432;0.0050420174,0.875;0.027777782;0.03819444;0.04861112;0.010416672,0.88222224;0.039999995;0.044444446;0.028888887;0.0044444446,0
0.9341239;0.01844532;0.026350461;0.01581028;0.0052700923,0.4336283;0.10796461;0.113274306;0.17522126;0.16991152,0.91260505;0.028571438;0.025210079;0.028571438;0.005042018,0.6666667;0.1333333;0.06666668;0.06666668;0.06666668,0.88222224;0.04;0.044444446;0.028888887;0.0044444446,0
0.9341239;0.01844532;0.02635046;0.015810281;0.005270092,0.43362835;0.107964605;0.113274306;0.17522122;0.16991149,0.91260505;0.028571432;0.025210077;0.028571432;0.005042017,0.875;0.027777774;0.038194437;0.048611112;0.01041667,0.88222224;0.040000003;0.044444453;0.028888894;0.0044444446,0
0.9341239;0.018445319;0.026350457;0.01581028;0.005270091,0.43362835;0.10796462;0.113274306;0.17522123;0.16991152,0.91260505;0.028571432;0.02521008;0.028571432;0.005042017,0.875;0.02777778;0.03819444;0.048611116;0.010416672,0.88222224;0.039999995;0.044444446;0.028888887;0.0044444446,0
0.9341239;0.018445317;0.026350455;0.015810277;0.0052700914,0.43362835;0.10796461;0.113274306;0.17522122;0.1699115,0.91260505;0.028571425;0.025210079;0.028571425;0.0050420165,0.6666667;0.1333333;0.06666666;0.06666666;0.06666666,0.88222224;0.039999995;0.04444445;0.02888889;0.0044444446,0.0006325111
0.30188683;0.37735844;0.15094341;0.15094341;0.018867921,0.43362835;0.107964605;0.11327431;0.17522122;0.1699115,0.2763158;0.39473692;0.17105262;0.14473678;0.013157891,0.3055556;0.36111104;0.16666669;0.1388889;0.027777772,0.3137255;0.35294113;0.19607842;0.1176471;0.019607838,0
0.9341239;0.018445319;0.026350457;0.015810277;0.0052700914,0.43362832;0.107964605;0.11327431;0.17522123;0.16991152,0.91260505;0.028571427;0.02521008;0.028571427;0.005042017,0.875;0.027777774;0.038194437;0.04861111;0.010416669,0.88222224;0.039999995;0.044444446;0.028888889;0.0044444446,0
0.9341239;0.01844532;0.02635046;0.01581028;0.0052700914,0.43362835;0.10796461;0.113274306;0.17522122;0.16991152,0.91260505;0.02857143;0.025210079;0.02857143;0.0050420174,0.875;0.027777776;0.038194437;0.048611112;0.01041667,0.88222224;0.039999995;0.044444446;0.02888889;0.0044444446,0
0.8646209;0.05956679;0.0433213;0.025270758;0.0072202175,0.44295296;0.11744971;0.114094;0.147651;0.17785232,0.8330404;0.08260107;0.047451667;0.02460457;0.012302292,0.77477473;0.09459461;0.081081085;0.02252252;0.02702703,0.83641976;0.055555552;0.07098764;0.027777776;0.0092592565,0.0006325111
0.39705884;0.2941177;0.14705878;0.14705878;0.014705881,0.442953;0.1174497;0.114094;0.147651;0.17785232,0.42;0.26000002;0.14999996;0.14;0.03,0.3953488;0.255814;0.20930232;0.116279095;0.023255808,0.29166666;0.31249997;0.12500001;0.22916667;0.04166667,0
0.8646209;0.05956679;0.0433213;0.025270756;0.007220216,0.44295296;0.1174497;0.114094;0.14765102;0.17785232,0.8330404;0.08260106;0.04745167;0.02460457;0.01230229,0.7747748;0.094594605;0.081081085;0.02252252;0.027027031,0.83641976;0.05555554;0.07098765;0.02777777;0.009259257,0.0006325111
0.39705884;0.2941177;0.14705878;0.14705878;0.0147058815,0.44295296;0.11744971;0.114094;0.147651;0.17785232,0.42;0.26000002;0.14999998;0.14;0.030000001,0.39534882;0.255814;0.20930232;0.116279095;0.023255808,0.29166666;0.3125;0.125;0.22916666;0.041666675,0.0012650221
